15

1 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
10
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0

2 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
11
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0

3 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
15
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0

4 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
11
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0

5 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
7
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0

6 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
20
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 1 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0

7 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
10
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0

16 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
6
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0

701 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
8
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0

702 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
8
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0

703 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
7
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0

704 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
9
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0

719 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
1
2 0 0 0

743 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
9
2 0 0 0
2 0 0 0
2 1 0 100
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0

750 2
4
2 0 0 0
2 0 0 0
2 0 0 0
2 0 0 0
1
2 0 0 0


